GEO.id	GEO.id2	GEO.display-label	NAICS.id	YEAR.id	ESTAB	ESTAB_S
0400000US02	2	Alaska	238110	2012	53(s)	48.5(s)
0400000US02	2	Alaska	238120	2012	7	0
0400000US02	2	Alaska	238130	2012	62	22.5
0400000US02	2	Alaska	238140	2012	16	16.8
0400000US02	2	Alaska	238150	2012	5	0
0400000US02	2	Alaska	238160	2012	38	25.6
0400000US02	2	Alaska	238170	2012	28	29.2
0400000US02	2	Alaska	238190	2012	10	14.2
0400000US02	2	Alaska	238210	2012	171	13.3
0400000US02	2	Alaska	238220	2012	173	9.4
0400000US02	2	Alaska	238290	2012	15	0
0400000US02	2	Alaska	238310	2012	78	27.4
0400000US02	2	Alaska	238320	2012	121	28.6
0400000US02	2	Alaska	238330	2012	51	27.7
0400000US02	2	Alaska	238340	2012	28	20.7
0400000US02	2	Alaska	238350	2012	101	25.3
0400000US02	2	Alaska	238390	2012	5	0
0400000US02	2	Alaska	238910	2012	219	17.5
0400000US02	2	Alaska	238990	2012	74	31.5
0400000US04	4	Arizona	23	2012	10540	3.1
0400000US04	4	Arizona	236	2012	2619	6.3
0400000US04	4	Arizona	236115	2012	467	14.9
0400000US04	4	Arizona	236116	2012	8	32.3
0400000US04	4	Arizona	236117	2012	235	17.2
0400000US04	4	Arizona	236118	2012	1280	10
0400000US04	4	Arizona	236210	2012	34	39
0400000US04	4	Arizona	236220	2012	594	11.3
0400000US04	4	Arizona	237	2012	554	10
0400000US04	4	Arizona	237110	2012	183	18.1
0400000US04	4	Arizona	237120	2012	13	0
0400000US04	4	Arizona	237130	2012	121	19.6
0400000US04	4	Arizona	237210	2012	37(s)	47.6(s)
0400000US04	4	Arizona	237310	2012	172	18.8
0400000US04	4	Arizona	237990	2012	27	14.9
0400000US04	4	Arizona	238	2012	7367	3.8
0400000US04	4	Arizona	238110	2012	405	16.3
0400000US04	4	Arizona	238120	2012	46	17.7
0400000US04	4	Arizona	238130	2012	158	26.6
0400000US04	4	Arizona	238140	2012	283	18.9
0400000US04	4	Arizona	238150	2012	111	24.6
0400000US04	4	Arizona	238160	2012	401	15.5
0400000US04	4	Arizona	238170	2012	17	0
0400000US04	4	Arizona	238190	2012	118	27.5
0400000US04	4	Arizona	238210	2012	1223	9.8
0400000US04	4	Arizona	238220	2012	1727	8.2
0400000US04	4	Arizona	238290	2012	57	18.7
0400000US04	4	Arizona	238310	2012	414	16.5
0400000US04	4	Arizona	238320	2012	547	15
0400000US04	4	Arizona	238330	2012	224	21.2
0400000US04	4	Arizona	238340	2012	206	19.9
0400000US04	4	Arizona	238350	2012	382	17.2
0400000US04	4	Arizona	238390	2012	60	19.6
0400000US04	4	Arizona	238910	2012	436	13.3
0400000US04	4	Arizona	238990	2012	552	14.1
0400000US05	5	Arkansas	23	2012	4739	3.8
0400000US05	5	Arkansas	236	2012	1137	7.8
0400000US05	5	Arkansas	236115	2012	227	15.7
0400000US05	5	Arkansas	236116	2012	12	32.8
0400000US05	5	Arkansas	236117	2012	205	18.2
0400000US05	5	Arkansas	236118	2012	295	18.3
0400000US05	5	Arkansas	236210	2012	57	36.4
0400000US05	5	Arkansas	236220	2012	341	12.3
0400000US05	5	Arkansas	237	2012	409	9.5
0400000US05	5	Arkansas	237110	2012	121	15.8
0400000US05	5	Arkansas	237120	2012	64	33.1
0400000US05	5	Arkansas	237130	2012	72	16.3
0400000US05	5	Arkansas	237210	2012	40(s)	45.2(s)
0400000US05	5	Arkansas	237310	2012	96	13.9
0400000US05	5	Arkansas	237990	2012	15	35.1
0400000US05	5	Arkansas	238	2012	3192	4.8
0400000US05	5	Arkansas	238110	2012	130	21.5
0400000US05	5	Arkansas	238120	2012	17	19.1
0400000US05	5	Arkansas	238130	2012	64	37.9
0400000US05	5	Arkansas	238140	2012	146	24.1
0400000US05	5	Arkansas	238150	2012	37	29.8
0400000US05	5	Arkansas	238160	2012	128	22.1
0400000US05	5	Arkansas	238170	2012	76	30.3
0400000US05	5	Arkansas	238190	2012	41	29.7
0400000US05	5	Arkansas	238210	2012	634	12.9
0400000US05	5	Arkansas	238220	2012	836	10
0400000US05	5	Arkansas	238290	2012	53	13.4
0400000US05	5	Arkansas	238310	2012	98	21
0400000US05	5	Arkansas	238320	2012	156	21.9
0400000US05	5	Arkansas	238330	2012	55	28.6
0400000US05	5	Arkansas	238340	2012	56	26.9
0400000US05	5	Arkansas	238350	2012	166	18.9
0400000US05	5	Arkansas	238390	2012	30	27.1
0400000US05	5	Arkansas	238910	2012	330	14.4
0400000US05	5	Arkansas	238990	2012	140	17.5
0400000US06	6	California	23	2012	60222	1.5
0400000US06	6	California	236	2012	18969	2.7
0400000US06	6	California	236115	2012	3127	6.8
0400000US06	6	California	236116	2012	185	19.6
0400000US06	6	California	236117	2012	1491	8.2
0400000US06	6	California	236118	2012	9601	4
0400000US06	6	California	236210	2012	298	20.4
0400000US06	6	California	236220	2012	4268	5.3
0400000US06	6	California	237	2012	2655	6
0400000US06	6	California	237110	2012	852	11.1
0400000US06	6	California	237120	2012	124	23.5
0400000US06	6	California	237130	2012	530	14.1
0400000US06	6	California	237210	2012	181	26.4
0400000US06	6	California	237310	2012	741	10.7
0400000US06	6	California	237990	2012	228	19.2
0400000US06	6	California	238	2012	38597	1.9
0400000US06	6	California	238110	2012	1626	9.2
0400000US06	6	California	238120	2012	377	17.8
0400000US06	6	California	238130	2012	905	12.3
0400000US06	6	California	238140	2012	1303	10.6
0400000US06	6	California	238150	2012	697	14.6
0400000US06	6	California	238160	2012	1984	8.7
0400000US06	6	California	238170	2012	334	22
0400000US06	6	California	238190	2012	457	16.5
0400000US06	6	California	238210	2012	6390	4.8
0400000US06	6	California	238220	2012	7668	4.5
0400000US06	6	California	238290	2012	582	12
0400000US06	6	California	238310	2012	1794	8
0400000US06	6	California	238320	2012	3555	6.6
0400000US06	6	California	238330	2012	1447	9.9
0400000US06	6	California	238340	2012	1324	10.4
0400000US06	6	California	238350	2012	2359	7.8
0400000US06	6	California	238390	2012	688	13.1
0400000US06	6	California	238910	2012	2428	7.5
0400000US06	6	California	238990	2012	2681	7.2
0400000US08	8	Colorado	23	2012	13976	2.8
0400000US08	8	Colorado	236	2012	3391	5.7
0400000US08	8	Colorado	236115	2012	744	11.7
0400000US08	8	Colorado	236116	2012	40	30.9
0400000US08	8	Colorado	236117	2012	264	17.7
0400000US08	8	Colorado	236118	2012	1517	9.2
0400000US08	8	Colorado	236210	2012	48(s)	45.5(s)
0400000US08	8	Colorado	236220	2012	779	10.8
0400000US08	8	Colorado	237	2012	734	9.8
0400000US08	8	Colorado	237110	2012	241	17.9
0400000US08	8	Colorado	237120	2012	39	12
0400000US08	8	Colorado	237130	2012	142	23.3
0400000US08	8	Colorado	237210	2012	61(s)	42.6(s)
0400000US08	8	Colorado	237310	2012	187	18
0400000US08	8	Colorado	237990	2012	64	30.1
0400000US08	8	Colorado	238	2012	9851	3.3
0400000US08	8	Colorado	238110	2012	402	11.6
0400000US08	8	Colorado	238120	2012	82	31.3
0400000US08	8	Colorado	238130	2012	318	17.7
0400000US08	8	Colorado	238140	2012	362	16.9
0400000US08	8	Colorado	238150	2012	140	22.8
0400000US08	8	Colorado	238160	2012	523	14.4
0400000US08	8	Colorado	238170	2012	99	25.5
0400000US08	8	Colorado	238190	2012	86	29.2
0400000US08	8	Colorado	238210	2012	1714	8.4
0400000US08	8	Colorado	238220	2012	1815	8
0400000US08	8	Colorado	238290	2012	184	25.1
0400000US08	8	Colorado	238310	2012	456	16.5
0400000US08	8	Colorado	238320	2012	780	11.9
0400000US08	8	Colorado	238330	2012	205	20.8
0400000US08	8	Colorado	238340	2012	256	19.4
0400000US08	8	Colorado	238350	2012	897	12.6
0400000US08	8	Colorado	238390	2012	97	22.7
0400000US08	8	Colorado	238910	2012	887	10.8
0400000US08	8	Colorado	238990	2012	549	13.6
0400000US09	9	Connecticut	23	2012	7173	3.5
0400000US09	9	Connecticut	236	2012	1902	6.8
0400000US09	9	Connecticut	236115	2012	401	16.4
0400000US09	9	Connecticut	236116	2012	12	8.5
0400000US09	9	Connecticut	236117	2012	189	17.1
0400000US09	9	Connecticut	236118	2012	983	10
0400000US09	9	Connecticut	236210	2012	10	23.6
0400000US09	9	Connecticut	236220	2012	306	13.7
0400000US09	9	Connecticut	237	2012	296	10.7
0400000US09	9	Connecticut	237110	2012	83	20.4
0400000US09	9	Connecticut	237120	2012	12	26
0400000US09	9	Connecticut	237130	2012	52	27.6
0400000US09	9	Connecticut	237210	2012	26	36.1
0400000US09	9	Connecticut	237310	2012	92	18.4
0400000US09	9	Connecticut	237990	2012	31	35.1
0400000US09	9	Connecticut	238	2012	4976	4.2
0400000US09	9	Connecticut	238110	2012	118	21.5
0400000US09	9	Connecticut	238120	2012	23	34.6
0400000US09	9	Connecticut	238130	2012	97	26.1
0400000US09	9	Connecticut	238140	2012	167	23.5
0400000US09	9	Connecticut	238150	2012	66	32.7
0400000US09	9	Connecticut	238160	2012	116	26.1
0400000US09	9	Connecticut	238170	2012	58	28.3
0400000US09	9	Connecticut	238190	2012	59(s)	42.1(s)
0400000US09	9	Connecticut	238210	2012	1010	10
0400000US09	9	Connecticut	238220	2012	1202	9.3
0400000US09	9	Connecticut	238290	2012	75	20.2
0400000US09	9	Connecticut	238310	2012	153	20.8
0400000US09	9	Connecticut	238320	2012	428	16.4
0400000US09	9	Connecticut	238330	2012	77	25.7
0400000US09	9	Connecticut	238340	2012	81	25.7
0400000US09	9	Connecticut	238350	2012	367	15
0400000US09	9	Connecticut	238390	2012	41	20.6
0400000US09	9	Connecticut	238910	2012	535	11.8
0400000US09	9	Connecticut	238990	2012	303	15.2
0400000US10	10	Delaware	23	2012	1997	5.6
0400000US10	10	Delaware	236	2012	577	10.9
0400000US10	10	Delaware	236115	2012	122	18.7
0400000US10	10	Delaware	236116	2012	1	0
0400000US10	10	Delaware	236117	2012	54	26.3
0400000US10	10	Delaware	236118	2012	293	18.7
0400000US10	10	Delaware	236210	2012	4	0
0400000US10	10	Delaware	236220	2012	103	14.1
0400000US10	10	Delaware	237	2012	77	10.2
0400000US10	10	Delaware	237110	2012	23	30
0400000US10	10	Delaware	237120	2012	9	0
0400000US10	10	Delaware	237130	2012	12	17.2
0400000US10	10	Delaware	237210	2012	6	0
0400000US10	10	Delaware	237310	2012	22	13.5
0400000US10	10	Delaware	237990	2012	5	0
0400000US10	10	Delaware	238	2012	1343	6.9
0400000US10	10	Delaware	238110	2012	29	22.2
0400000US10	10	Delaware	238120	2012	23(s)	41.2(s)
0400000US10	10	Delaware	238130	2012	37	35.8
0400000US10	10	Delaware	238140	2012	40	25.2
0400000US10	10	Delaware	238150	2012	9	0
0400000US10	10	Delaware	238160	2012	39	22
0400000US10	10	Delaware	238170	2012	27(s)	47.3(s)
0400000US10	10	Delaware	238190	2012	10	0
0400000US10	10	Delaware	238210	2012	221	15.1
0400000US10	10	Delaware	238220	2012	281	17.4
0400000US10	10	Delaware	238290	2012	23	7.5
0400000US10	10	Delaware	238310	2012	61	34.1
0400000US10	10	Delaware	238320	2012	87	34.5
0400000US10	10	Delaware	238330	2012	55	28.8
0400000US10	10	Delaware	238340	2012	24(s)	47.0(s)
0400000US10	10	Delaware	238350	2012	133	23.9
0400000US10	10	Delaware	238390	2012	18	5.4
0400000US10	10	Delaware	238910	2012	114	22.9
0400000US10	10	Delaware	238990	2012	111	27.6
0400000US11	11	District of Columbia	23	2012	390	10.1
0400000US11	11	District of Columbia	236	2012	184	15.6
0400000US11	11	District of Columbia	236115	2012	6	0
0400000US11	11	District of Columbia	236116	2012	7	0
0400000US11	11	District of Columbia	236117	2012	10	0
0400000US11	11	District of Columbia	236118	2012	80	27.7
0400000US11	11	District of Columbia	236220	2012	81	22.4
0400000US11	11	District of Columbia	237	2012	39	25.1
0400000US11	11	District of Columbia	237110	2012	3	0
0400000US11	11	District of Columbia	237210	2012	8	0
0400000US11	11	District of Columbia	237310	2012	13	15.9
0400000US11	11	District of Columbia	237990	2012	12(s)	79.1(s)
0400000US11	11	District of Columbia	238	2012	168	15
0400000US11	11	District of Columbia	238110	2012	8	0
0400000US11	11	District of Columbia	238130	2012	2	0
0400000US11	11	District of Columbia	238140	2012	5	0
0400000US11	11	District of Columbia	238150	2012	6	0
0400000US11	11	District of Columbia	238160	2012	2	0
0400000US11	11	District of Columbia	238190	2012	3	0
0400000US11	11	District of Columbia	238210	2012	25	32.6
0400000US11	11	District of Columbia	238220	2012	34	29.3
0400000US11	11	District of Columbia	238290	2012	2	0
0400000US11	11	District of Columbia	238310	2012	9	0
0400000US11	11	District of Columbia	238320	2012	34(s)	62.8(s)
0400000US11	11	District of Columbia	238330	2012	8	0
0400000US11	11	District of Columbia	238340	2012	4	26.5
0400000US11	11	District of Columbia	238350	2012	10	27.8
0400000US11	11	District of Columbia	238390	2012	2	0
0400000US11	11	District of Columbia	238910	2012	7	0
0400000US11	11	District of Columbia	238990	2012	4	0
0400000US12	12	Florida	23	2012	39536	1.8
0400000US12	12	Florida	236	2012	9580	3.7
0400000US12	12	Florida	236115	2012	1556	9.1
0400000US12	12	Florida	236116	2012	172	25.7
0400000US12	12	Florida	236117	2012	883	10
0400000US12	12	Florida	236118	2012	4652	5.8
0400000US12	12	Florida	236210	2012	138	23
0400000US12	12	Florida	236220	2012	2180	6.8
0400000US12	12	Florida	237	2012	1938	6.4
0400000US12	12	Florida	237110	2012	641	12.5
0400000US12	12	Florida	237120	2012	38	25.7
0400000US12	12	Florida	237130	2012	296	16.4
0400000US12	12	Florida	237210	2012	236	19.4
0400000US12	12	Florida	237310	2012	388	9.4
0400000US12	12	Florida	237990	2012	339	16.3
0400000US12	12	Florida	238	2012	28018	2.2
0400000US12	12	Florida	238110	2012	864	11.5
0400000US12	12	Florida	238120	2012	176	20.6
0400000US12	12	Florida	238130	2012	736	14.2
0400000US12	12	Florida	238140	2012	920	12.2
0400000US12	12	Florida	238150	2012	318	17.6
0400000US12	12	Florida	238160	2012	1136	10.4
0400000US12	12	Florida	238170	2012	288	18.2
0400000US12	12	Florida	238190	2012	368	18.7
0400000US12	12	Florida	238210	2012	4168	5.8
0400000US12	12	Florida	238220	2012	6267	4.8
0400000US12	12	Florida	238290	2012	533	14.3
0400000US12	12	Florida	238310	2012	1309	10.3
0400000US12	12	Florida	238320	2012	2621	7.6
0400000US12	12	Florida	238330	2012	1085	11.2
0400000US12	12	Florida	238340	2012	1161	11.1
0400000US12	12	Florida	238350	2012	2356	8.1
0400000US12	12	Florida	238390	2012	393	17.4
0400000US12	12	Florida	238910	2012	1149	9.4
0400000US12	12	Florida	238990	2012	2169	7.3
0400000US13	13	Georgia	23	2012	13790	2.7
0400000US13	13	Georgia	236	2012	3589	5.2
0400000US13	13	Georgia	236115	2012	521	14.1
0400000US13	13	Georgia	236116	2012	39	34.3
0400000US13	13	Georgia	236117	2012	633	12.4
0400000US13	13	Georgia	236118	2012	1389	8.9
0400000US13	13	Georgia	236210	2012	38	20.1
0400000US13	13	Georgia	236220	2012	970	9.4
0400000US13	13	Georgia	237	2012	962	8.5
0400000US13	13	Georgia	237110	2012	318	16.7
0400000US13	13	Georgia	237120	2012	28	6.2
0400000US13	13	Georgia	237130	2012	263	17.1
0400000US13	13	Georgia	237210	2012	110	32.6
0400000US13	13	Georgia	237310	2012	186	9.3
0400000US13	13	Georgia	237990	2012	57	26.7
0400000US13	13	Georgia	238	2012	9239	3.4
0400000US13	13	Georgia	238110	2012	341	16
0400000US13	13	Georgia	238120	2012	155	24
0400000US13	13	Georgia	238130	2012	170	22.8
0400000US13	13	Georgia	238140	2012	229	20
0400000US13	13	Georgia	238150	2012	171	21.7
0400000US13	13	Georgia	238160	2012	419	16.1
0400000US13	13	Georgia	238170	2012	136	26.4
0400000US13	13	Georgia	238190	2012	194	22
0400000US13	13	Georgia	238210	2012	1774	8.5
0400000US13	13	Georgia	238220	2012	2108	7.2
0400000US13	13	Georgia	238290	2012	274	18.4
0400000US13	13	Georgia	238310	2012	409	16
0400000US13	13	Georgia	238320	2012	490	16
0400000US13	13	Georgia	238330	2012	296	18.6
0400000US13	13	Georgia	238340	2012	172	24.3
0400000US13	13	Georgia	238350	2012	509	14.7
0400000US13	13	Georgia	238390	2012	127	25.5
0400000US13	13	Georgia	238910	2012	746	11.2
0400000US13	13	Georgia	238990	2012	519	13.2
0400000US15	15	Hawaii	23	2012	2378	5
0400000US15	15	Hawaii	236	2012	713	9.1
0400000US15	15	Hawaii	236115	2012	213	18
0400000US15	15	Hawaii	236116	2012	17(s)	56.4(s)
0400000US15	15	Hawaii	236117	2012	74	29.1
0400000US15	15	Hawaii	236118	2012	208	18.5
0400000US15	15	Hawaii	236210	2012	4	0
0400000US15	15	Hawaii	236220	2012	197	13.6
0400000US15	15	Hawaii	237	2012	105	10.3
0400000US15	15	Hawaii	237110	2012	29	24.5
0400000US15	15	Hawaii	237120	2012	3	0
0400000US15	15	Hawaii	237130	2012	18	12.4
0400000US15	15	Hawaii	237210	2012	12(s)	40.9(s)
0400000US15	15	Hawaii	237310	2012	36	16.8
0400000US15	15	Hawaii	237990	2012	7	0
0400000US15	15	Hawaii	238	2012	1559	6.3
0400000US15	15	Hawaii	238110	2012	48	32.2
0400000US15	15	Hawaii	238120	2012	20	5.1
0400000US15	15	Hawaii	238130	2012	31	34.1
0400000US15	15	Hawaii	238140	2012	39(s)	40.9(s)
0400000US15	15	Hawaii	238150	2012	32	24.6
0400000US15	15	Hawaii	238160	2012	91	22.7
0400000US15	15	Hawaii	238170	2012	15	0
0400000US15	15	Hawaii	238190	2012	16	0
0400000US15	15	Hawaii	238210	2012	329	15.2
0400000US15	15	Hawaii	238220	2012	302	16.4
0400000US15	15	Hawaii	238290	2012	25	4
0400000US15	15	Hawaii	238310	2012	33	16.9
0400000US15	15	Hawaii	238320	2012	137	22.2
0400000US15	15	Hawaii	238330	2012	72	31.2
0400000US15	15	Hawaii	238340	2012	43	30.6
0400000US15	15	Hawaii	238350	2012	154	22
0400000US15	15	Hawaii	238390	2012	14	18.3
0400000US15	15	Hawaii	238910	2012	82	21.6
0400000US15	15	Hawaii	238990	2012	77	29.8
0400000US16	16	Idaho	23	2012	5165	3.9
0400000US16	16	Idaho	236	2012	1418	7.6
0400000US16	16	Idaho	236115	2012	490	13.1
0400000US16	16	Idaho	236116	2012	10	20.1
0400000US16	16	Idaho	236117	2012	146	18.5
0400000US16	16	Idaho	236118	2012	485	14.4
0400000US16	16	Idaho	236210	2012	15	37.5
0400000US16	16	Idaho	236220	2012	271	16
0400000US16	16	Idaho	237	2012	229	12.7
0400000US16	16	Idaho	237110	2012	70	24.5
0400000US16	16	Idaho	237120	2012	16(s)	43.1(s)
0400000US16	16	Idaho	237130	2012	37	29.2
0400000US16	16	Idaho	237210	2012	18(s)	48.1(s)
0400000US16	16	Idaho	237310	2012	76	22.6
0400000US16	16	Idaho	237990	2012	11	34.3
0400000US16	16	Idaho	238	2012	3519	4.8
0400000US16	16	Idaho	238110	2012	227	18
0400000US16	16	Idaho	238120	2012	20	6.9
0400000US16	16	Idaho	238130	2012	215	20.1
0400000US16	16	Idaho	238140	2012	116	28.2
0400000US16	16	Idaho	238150	2012	19	0
0400000US16	16	Idaho	238160	2012	115	23
0400000US16	16	Idaho	238170	2012	91	28.7
0400000US16	16	Idaho	238190	2012	37	31.1
0400000US16	16	Idaho	238210	2012	502	13.6
0400000US16	16	Idaho	238220	2012	623	12.3
0400000US16	16	Idaho	238290	2012	62	28.8
0400000US16	16	Idaho	238310	2012	186	22
0400000US16	16	Idaho	238320	2012	266	18.8
0400000US16	16	Idaho	238330	2012	100	21.5
0400000US16	16	Idaho	238340	2012	68	24.1
0400000US16	16	Idaho	238350	2012	189	18.9
0400000US16	16	Idaho	238390	2012	22(s)	66.4(s)
0400000US16	16	Idaho	238910	2012	450	14.7
0400000US16	16	Idaho	238990	2012	210	17.5
0400000US17	17	Illinois	23	2012	25046	2.2
0400000US17	17	Illinois	236	2012	6579	4.3
0400000US17	17	Illinois	236115	2012	697	12.7
0400000US17	17	Illinois	236116	2012	68	31.8
0400000US17	17	Illinois	236117	2012	487	13.4
0400000US17	17	Illinois	236118	2012	4080	5.7
0400000US17	17	Illinois	236210	2012	126	29.4
0400000US17	17	Illinois	236220	2012	1121	8.7
0400000US17	17	Illinois	237	2012	1062	8.6
0400000US17	17	Illinois	237110	2012	349	17.4
0400000US17	17	Illinois	237120	2012	40	23.9
0400000US17	17	Illinois	237130	2012	190	21.6
0400000US17	17	Illinois	237210	2012	59(s)	44.7(s)
0400000US17	17	Illinois	237310	2012	306	11.9
0400000US17	17	Illinois	237990	2012	118	26
0400000US17	17	Illinois	238	2012	17405	2.7
0400000US17	17	Illinois	238110	2012	887	11.3
0400000US17	17	Illinois	238120	2012	92	19.6
0400000US17	17	Illinois	238130	2012	267	20.5
0400000US17	17	Illinois	238140	2012	977	11.9
0400000US17	17	Illinois	238150	2012	200	22.3
0400000US17	17	Illinois	238160	2012	776	12.7
0400000US17	17	Illinois	238170	2012	597	15.1
0400000US17	17	Illinois	238190	2012	83	35.5
0400000US17	17	Illinois	238210	2012	2597	7.3
0400000US17	17	Illinois	238220	2012	3644	6.3
0400000US17	17	Illinois	238290	2012	319	16
0400000US17	17	Illinois	238310	2012	734	13.6
0400000US17	17	Illinois	238320	2012	1245	10.9
0400000US17	17	Illinois	238330	2012	666	14.2
0400000US17	17	Illinois	238340	2012	337	20
0400000US17	17	Illinois	238350	2012	1549	9.6
0400000US17	17	Illinois	238390	2012	296	19.2
0400000US17	17	Illinois	238910	2012	1182	9.5
0400000US17	17	Illinois	238990	2012	956	10.7
0400000US18	18	Indiana	23	2012	12195	2.8
0400000US18	18	Indiana	236	2012	3369	5.5
0400000US18	18	Indiana	236115	2012	673	13.1
0400000US18	18	Indiana	236116	2012	34	24.5
0400000US18	18	Indiana	236117	2012	203	19.3
0400000US18	18	Indiana	236118	2012	1696	8.3
0400000US18	18	Indiana	236210	2012	88	33.9
0400000US18	18	Indiana	236220	2012	676	10
0400000US18	18	Indiana	237	2012	645	9.5
0400000US18	18	Indiana	237110	2012	226	18.3
0400000US18	18	Indiana	237120	2012	18	12.4
0400000US18	18	Indiana	237130	2012	135	23.2
0400000US18	18	Indiana	237210	2012	17	37.9
0400000US18	18	Indiana	237310	2012	175	13.3
0400000US18	18	Indiana	237990	2012	75	28.8
0400000US18	18	Indiana	238	2012	8181	3.5
0400000US18	18	Indiana	238110	2012	467	13.3
0400000US18	18	Indiana	238120	2012	68	24.1
0400000US18	18	Indiana	238130	2012	282	18.8
0400000US18	18	Indiana	238140	2012	325	17.7
0400000US18	18	Indiana	238150	2012	81	29.6
0400000US18	18	Indiana	238160	2012	428	15
0400000US18	18	Indiana	238170	2012	175	23.3
0400000US18	18	Indiana	238190	2012	97	24.9
0400000US18	18	Indiana	238210	2012	1144	9.2
0400000US18	18	Indiana	238220	2012	1716	8
0400000US18	18	Indiana	238290	2012	130	16
0400000US18	18	Indiana	238310	2012	361	18.6
0400000US18	18	Indiana	238320	2012	547	14.2
0400000US18	18	Indiana	238330	2012	159	21.2
0400000US18	18	Indiana	238340	2012	98	29.5
0400000US18	18	Indiana	238350	2012	629	13
0400000US18	18	Indiana	238390	2012	115	27.8
0400000US18	18	Indiana	238910	2012	879	10.6
0400000US18	18	Indiana	238990	2012	480	14.1
0400000US19	19	Iowa	23	2012	7703	3.2
0400000US19	19	Iowa	236	2012	2140	6.2
0400000US19	19	Iowa	236115	2012	571	11.6
0400000US19	19	Iowa	236116	2012	3	0
0400000US19	19	Iowa	236117	2012	168	15.6
0400000US19	19	Iowa	236118	2012	797	11
0400000US19	19	Iowa	236210	2012	26	29.4
0400000US19	19	Iowa	236220	2012	574	11.8
0400000US19	19	Iowa	237	2012	455	10.7
0400000US19	19	Iowa	237110	2012	160	20.9
0400000US19	19	Iowa	237120	2012	7	20.2
0400000US19	19	Iowa	237130	2012	59	28.6
0400000US19	19	Iowa	237310	2012	135	17.1
0400000US19	19	Iowa	237990	2012	83	24.1
0400000US19	19	Iowa	238	2012	5108	3.9
0400000US19	19	Iowa	238110	2012	390	11.8
0400000US19	19	Iowa	238120	2012	46	30.2
0400000US19	19	Iowa	238130	2012	226	17
0400000US19	19	Iowa	238140	2012	162	18.9
0400000US19	19	Iowa	238150	2012	45	18.7
0400000US19	19	Iowa	238160	2012	156	19
0400000US19	19	Iowa	238170	2012	125	19
0400000US19	19	Iowa	238190	2012	27(s)	47.8(s)
0400000US19	19	Iowa	238210	2012	641	10.7
0400000US19	19	Iowa	238220	2012	1110	9.8
0400000US19	19	Iowa	238290	2012	98	22.6
0400000US19	19	Iowa	238310	2012	215	20.4
0400000US19	19	Iowa	238320	2012	230	18.6
0400000US19	19	Iowa	238330	2012	101	26.8
0400000US19	19	Iowa	238340	2012	80	31.8
0400000US19	19	Iowa	238350	2012	390	16.1
0400000US19	19	Iowa	238390	2012	68	29.9
0400000US19	19	Iowa	238910	2012	680	10.5
0400000US19	19	Iowa	238990	2012	318	13.8
0400000US20	20	Kansas	23	2012	6070	3.7
0400000US20	20	Kansas	236	2012	1220	7.2
0400000US20	20	Kansas	236115	2012	266	15.3
